note,id,stage,lv,critical,critical_defense,move_speed,attack_rate,hp_recovery,alert_range,up_exp
,60000001,0,39,0,0,2.4,1,0,5,3322000
,60000001,0,40,0,0,2.4,1,0,5,3556000
,60000001,0,41,0,0,2.4,1,0,5,3801000
,60000001,0,42,0,0,2.4,1,0,5,4057000
,60000001,0,43,0,0,2.4,1,0,5,4324000
,60000001,0,44,0,0,2.4,1,0,5,4602000
,60000001,0,45,0,0,2.4,1,0,5,4892000
,60000001,0,46,0,0,2.4,1,0,5,5194000
,60000001,0,47,0,0,2.4,1,0,5,5508000
,60000001,0,48,0,0,2.4,1,0,5,5834000
,60000001,0,49,0,0,2.4,1,0,5,6173000
,60000001,0,50,0,0,2.4,1,0,5,6525000
,60000001,0,51,0,0,2.4,1,0,5,6890000
,60000001,0,52,0,0,2.4,1,0,5,7268000
,60000001,0,53,0,0,2.4,1,0,5,7660000
,60000001,0,54,0,0,2.4,1,0,5,8066000
,60000001,0,55,0,0,2.4,1,0,5,8486000
,60000001,0,56,0,0,2.4,1,0,5,8920000
,60000001,0,57,0,0,2.4,1,0,5,9369000
,60000001,0,58,0,0,2.4,1,0,5,9833000
,60000001,0,59,0,0,2.4,1,0,5,10312000
,60000001,0,60,0,0,2.4,1,0,5,99999999
,60000002,0,1,0,0,2.4,1,0,5,1000
,60000002,0,2,0,0,2.4,1,0,5,2000
,60000002,0,3,0,0,2.4,1,0,5,4000
,60000002,0,4,0,0,2.4,1,0,5,3000
,60000002,0,5,0,0,2.4,1,0,5,3500
,60000002,0,6,0,0,2.4,1,0,5,6000
,60000002,0,7,0,0,2.4,1,0,5,9000
,60000002,0,8,0,0,2.4,1,0,5,15000
,60000002,0,9,0,0,2.4,1,0,5,24000
,60000002,0,10,0,0,2.4,1,0,5,40000
,60000002,0,11,0,0,2.4,1,0,5,60000
,60000002,0,12,0,0,2.4,1,0,5,98000
,60000002,0,13,0,0,2.4,1,0,5,140000
,60000002,0,14,0,0,2.4,1,0,5,186000
,60000002,0,15,0,0,2.4,1,0,5,236000
,60000002,0,16,0,0,2.4,1,0,5,290000
,60000002,0,17,0,0,2.4,1,0,5,349000
,60000002,0,18,0,0,2.4,1,0,5,413000
,60000002,0,19,0,0,2.4,1,0,5,482000
,60000002,0,20,0,0,2.4,1,0,5,556000
,60000002,0,21,0,0,2.4,1,0,5,636000
,60000002,0,22,0,0,2.4,1,0,5,722000
,60000002,0,23,0,0,2.4,1,0,5,814000
,60000002,0,24,0,0,2.4,1,0,5,912000
,60000002,0,25,0,0,2.4,1,0,5,1017000
,60000002,0,26,0,0,2.4,1,0,5,1129000
,60000002,0,27,0,0,2.4,1,0,5,1248000
,60000002,0,28,0,0,2.4,1,0,5,1374000
,60000002,0,29,0,0,2.4,1,0,5,1508000
,60000002,0,30,0,0,2.4,1,0,5,1650000
,60000002,0,31,0,0,2.4,1,0,5,1800000
,60000002,0,32,0,0,2.4,1,0,5,1958000
,60000002,0,33,0,0,2.4,1,0,5,2125000
,60000002,0,34,0,0,2.4,1,0,5,2301000
,60000002,0,35,0,0,2.4,1,0,5,2486000
,60000002,0,36,0,0,2.4,1,0,5,2680000
,60000002,0,37,0,0,2.4,1,0,5,2884000
,60000002,0,38,0,0,2.4,1,0,5,3098000
,60000002,0,39,0,0,2.4,1,0,5,3322000
,60000002,0,40,0,0,2.4,1,0,5,3556000
,60000002,0,41,0,0,2.4,1,0,5,3801000
,60000002,0,42,0,0,2.4,1,0,5,4057000
,60000002,0,43,0,0,2.4,1,0,5,4324000
,60000002,0,44,0,0,2.4,1,0,5,4602000
,60000002,0,45,0,0,2.4,1,0,5,4892000
,60000002,0,46,0,0,2.4,1,0,5,5194000
,60000002,0,47,0,0,2.4,1,0,5,5508000
,60000002,0,48,0,0,2.4,1,0,5,5834000
,60000002,0,49,0,0,2.4,1,0,5,6173000
,60000002,0,50,0,0,2.4,1,0,5,6525000
,60000002,0,51,0,0,2.4,1,0,5,6890000
,60000002,0,52,0,0,2.4,1,0,5,7268000
,60000002,0,53,0,0,2.4,1,0,5,7660000
,60000002,0,54,0,0,2.4,1,0,5,8066000
,60000002,0,55,0,0,2.4,1,0,5,8486000
,60000002,0,56,0,0,2.4,1,0,5,8920000
,60000002,0,57,0,0,2.4,1,0,5,9369000
,60000002,0,58,0,0,2.4,1,0,5,9833000
,60000002,0,59,0,0,2.4,1,0,5,10312000
,60000002,0,60,0,0,2.4,1,0,5,99999999
,60000003,0,1,0,0,2.4,1,0,5,1000
,60000003,0,2,0,0,2.4,1,0,5,2000
,60000003,0,3,0,0,2.4,1,0,5,4000
,60000003,0,4,0,0,2.4,1,0,5,3000
,60000003,0,5,0,0,2.4,1,0,5,3500
,60000003,0,6,0,0,2.4,1,0,5,6000
,60000003,0,7,0,0,2.4,1,0,5,9000
,60000003,0,8,0,0,2.4,1,0,5,15000
,60000003,0,9,0,0,2.4,1,0,5,24000
,60000003,0,10,0,0,2.4,1,0,5,40000
,60000003,0,11,0,0,2.4,1,0,5,60000
,60000003,0,12,0,0,2.4,1,0,5,98000
,60000003,0,13,0,0,2.4,1,0,5,140000
,60000003,0,14,0,0,2.4,1,0,5,186000
,60000003,0,15,0,0,2.4,1,0,5,236000
,60000003,0,16,0,0,2.4,1,0,5,290000
,60000003,0,17,0,0,2.4,1,0,5,349000
,60000003,0,18,0,0,2.4,1,0,5,413000
,60000003,0,19,0,0,2.4,1,0,5,482000
,60000003,0,20,0,0,2.4,1,0,5,556000
,60000003,0,21,0,0,2.4,1,0,5,636000
,60000003,0,22,0,0,2.4,1,0,5,722000
,60000003,0,23,0,0,2.4,1,0,5,814000
,60000003,0,24,0,0,2.4,1,0,5,912000
,60000003,0,25,0,0,2.4,1,0,5,1017000
,60000003,0,26,0,0,2.4,1,0,5,1129000
,60000003,0,27,0,0,2.4,1,0,5,1248000
,60000003,0,28,0,0,2.4,1,0,5,1374000
,60000003,0,29,0,0,2.4,1,0,5,1508000
,60000003,0,30,0,0,2.4,1,0,5,1650000
,60000003,0,31,0,0,2.4,1,0,5,1800000
,60000003,0,32,0,0,2.4,1,0,5,1958000
,60000003,0,33,0,0,2.4,1,0,5,2125000
,60000003,0,34,0,0,2.4,1,0,5,2301000
,60000003,0,35,0,0,2.4,1,0,5,2486000
,60000003,0,36,0,0,2.4,1,0,5,2680000
,60000003,0,37,0,0,2.4,1,0,5,2884000
,60000003,0,38,0,0,2.4,1,0,5,3098000
,60000003,0,39,0,0,2.4,1,0,5,3322000
,60000003,0,40,0,0,2.4,1,0,5,3556000
,60000003,0,41,0,0,2.4,1,0,5,3801000
,60000003,0,42,0,0,2.4,1,0,5,4057000
,60000003,0,43,0,0,2.4,1,0,5,4324000
,60000003,0,44,0,0,2.4,1,0,5,4602000
,60000003,0,45,0,0,2.4,1,0,5,4892000
,60000003,0,46,0,0,2.4,1,0,5,5194000
,60000003,0,47,0,0,2.4,1,0,5,5508000
,60000003,0,48,0,0,2.4,1,0,5,5834000
,60000003,0,49,0,0,2.4,1,0,5,6173000
,60000003,0,50,0,0,2.4,1,0,5,6525000
,60000003,0,51,0,0,2.4,1,0,5,6890000
,60000003,0,52,0,0,2.4,1,0,5,7268000
,60000003,0,53,0,0,2.4,1,0,5,7660000
,60000003,0,54,0,0,2.4,1,0,5,8066000
,60000003,0,55,0,0,2.4,1,0,5,8486000
,60000003,0,56,0,0,2.4,1,0,5,8920000
,60000003,0,57,0,0,2.4,1,0,5,9369000
,60000003,0,58,0,0,2.4,1,0,5,9833000
,60000003,0,59,0,0,2.4,1,0,5,10312000
,60000003,0,60,0,0,2.4,1,0,5,99999999
,60000004,0,1,0,0,2.4,1,0,5,1000
,60000004,0,2,0,0,2.4,1,0,5,2000
,60000004,0,3,0,0,2.4,1,0,5,4000
,60000004,0,4,0,0,2.4,1,0,5,3000
,60000004,0,5,0,0,2.4,1,0,5,3500
,60000004,0,6,0,0,2.4,1,0,5,6000
,60000004,0,7,0,0,2.4,1,0,5,9000
,60000004,0,8,0,0,2.4,1,0,5,15000
,60000004,0,9,0,0,2.4,1,0,5,24000
,60000004,0,10,0,0,2.4,1,0,5,40000
,60000004,0,11,0,0,2.4,1,0,5,60000
,60000004,0,12,0,0,2.4,1,0,5,98000
,60000004,0,13,0,0,2.4,1,0,5,140000
,60000004,0,14,0,0,2.4,1,0,5,186000
,60000004,0,15,0,0,2.4,1,0,5,236000
,60000004,0,16,0,0,2.4,1,0,5,290000
,60000004,0,17,0,0,2.4,1,0,5,349000
,60000004,0,18,0,0,2.4,1,0,5,413000
,60000004,0,19,0,0,2.4,1,0,5,482000
,60000004,0,20,0,0,2.4,1,0,5,556000
,60000004,0,21,0,0,2.4,1,0,5,636000
,60000004,0,22,0,0,2.4,1,0,5,722000
,60000004,0,23,0,0,2.4,1,0,5,814000
,60000004,0,24,0,0,2.4,1,0,5,912000
,60000004,0,25,0,0,2.4,1,0,5,1017000
,60000004,0,26,0,0,2.4,1,0,5,1129000
,60000004,0,27,0,0,2.4,1,0,5,1248000
,60000004,0,28,0,0,2.4,1,0,5,1374000
,60000004,0,29,0,0,2.4,1,0,5,1508000
,60000004,0,30,0,0,2.4,1,0,5,1650000
,60000004,0,31,0,0,2.4,1,0,5,1800000
,60000004,0,32,0,0,2.4,1,0,5,1958000
,60000004,0,33,0,0,2.4,1,0,5,2125000
,60000004,0,34,0,0,2.4,1,0,5,2301000
,60000004,0,35,0,0,2.4,1,0,5,2486000
,60000004,0,36,0,0,2.4,1,0,5,2680000
,60000004,0,37,0,0,2.4,1,0,5,2884000
,60000004,0,38,0,0,2.4,1,0,5,3098000
,60000004,0,39,0,0,2.4,1,0,5,3322000
,60000004,0,40,0,0,2.4,1,0,5,3556000
,60000004,0,41,0,0,2.4,1,0,5,3801000
,60000004,0,42,0,0,2.4,1,0,5,4057000
,60000004,0,43,0,0,2.4,1,0,5,4324000
,60000004,0,44,0,0,2.4,1,0,5,4602000
,60000004,0,45,0,0,2.4,1,0,5,4892000
,60000004,0,46,0,0,2.4,1,0,5,5194000
,60000004,0,47,0,0,2.4,1,0,5,5508000
,60000004,0,48,0,0,2.4,1,0,5,5834000
,60000004,0,49,0,0,2.4,1,0,5,6173000
,60000004,0,50,0,0,2.4,1,0,5,6525000
,60000004,0,51,0,0,2.4,1,0,5,6890000
,60000004,0,52,0,0,2.4,1,0,5,7268000
,60000004,0,53,0,0,2.4,1,0,5,7660000
,60000004,0,54,0,0,2.4,1,0,5,8066000
,60000004,0,55,0,0,2.4,1,0,5,8486000
,60000004,0,56,0,0,2.4,1,0,5,8920000
,60000004,0,57,0,0,2.4,1,0,5,9369000
,60000004,0,58,0,0,2.4,1,0,5,9833000
,60000004,0,59,0,0,2.4,1,0,5,10312000
,60000004,0,60,0,0,2.4,1,0,5,99999999
,60000005,0,1,0,0,2.4,1,0,5,1000
,60000005,0,2,0,0,2.4,1,0,5,2000
,60000005,0,3,0,0,2.4,1,0,5,4000
,60000005,0,4,0,0,2.4,1,0,5,3000
,60000005,0,5,0,0,2.4,1,0,5,3500
,60000005,0,6,0,0,2.4,1,0,5,6000
,60000005,0,7,0,0,2.4,1,0,5,9000
,60000005,0,8,0,0,2.4,1,0,5,15000
,60000005,0,9,0,0,2.4,1,0,5,24000
,60000005,0,10,0,0,2.4,1,0,5,40000
,60000005,0,11,0,0,2.4,1,0,5,60000
,60000005,0,12,0,0,2.4,1,0,5,98000
,60000005,0,13,0,0,2.4,1,0,5,140000
,60000005,0,14,0,0,2.4,1,0,5,186000
,60000005,0,15,0,0,2.4,1,0,5,236000
,60000005,0,16,0,0,2.4,1,0,5,290000
,60000005,0,17,0,0,2.4,1,0,5,349000
,60000005,0,18,0,0,2.4,1,0,5,413000
,60000005,0,19,0,0,2.4,1,0,5,482000
,60000005,0,20,0,0,2.4,1,0,5,556000
,60000005,0,21,0,0,2.4,1,0,5,636000
,60000005,0,22,0,0,2.4,1,0,5,722000
,60000005,0,23,0,0,2.4,1,0,5,814000
,60000005,0,24,0,0,2.4,1,0,5,912000
,60000005,0,25,0,0,2.4,1,0,5,1017000
,60000005,0,26,0,0,2.4,1,0,5,1129000
,60000005,0,27,0,0,2.4,1,0,5,1248000
,60000005,0,28,0,0,2.4,1,0,5,1374000
,60000005,0,29,0,0,2.4,1,0,5,1508000
,60000005,0,30,0,0,2.4,1,0,5,1650000
,60000005,0,31,0,0,2.4,1,0,5,1800000
,60000005,0,32,0,0,2.4,1,0,5,1958000
,60000005,0,33,0,0,2.4,1,0,5,2125000
,60000005,0,34,0,0,2.4,1,0,5,2301000
,60000005,0,35,0,0,2.4,1,0,5,2486000
,60000005,0,36,0,0,2.4,1,0,5,2680000
,60000005,0,37,0,0,2.4,1,0,5,2884000
,60000005,0,38,0,0,2.4,1,0,5,3098000
,60000005,0,39,0,0,2.4,1,0,5,3322000
,60000005,0,40,0,0,2.4,1,0,5,3556000
,60000005,0,41,0,0,2.4,1,0,5,3801000
,60000005,0,42,0,0,2.4,1,0,5,4057000
,60000005,0,43,0,0,2.4,1,0,5,4324000
,60000005,0,44,0,0,2.4,1,0,5,4602000
,60000005,0,45,0,0,2.4,1,0,5,4892000
,60000005,0,46,0,0,2.4,1,0,5,5194000
,60000005,0,47,0,0,2.4,1,0,5,5508000
,60000005,0,48,0,0,2.4,1,0,5,5834000
,60000005,0,49,0,0,2.4,1,0,5,6173000
,60000005,0,50,0,0,2.4,1,0,5,6525000
,60000005,0,51,0,0,2.4,1,0,5,6890000
,60000005,0,52,0,0,2.4,1,0,5,7268000
,60000005,0,53,0,0,2.4,1,0,5,7660000
,60000005,0,54,0,0,2.4,1,0,5,8066000
,60000005,0,55,0,0,2.4,1,0,5,8486000
,60000005,0,56,0,0,2.4,1,0,5,8920000
,60000005,0,57,0,0,2.4,1,0,5,9369000
,60000005,0,58,0,0,2.4,1,0,5,9833000
,60000005,0,59,0,0,2.4,1,0,5,10312000
,60000005,0,60,0,0,2.4,1,0,5,99999999
,60000006,0,1,0,0,2.4,1,0,5,1000
,60000006,0,2,0,0,2.4,1,0,5,2000
,60000006,0,3,0,0,2.4,1,0,5,4000
,60000006,0,4,0,0,2.4,1,0,5,3000
,60000006,0,5,0,0,2.4,1,0,5,3500
,60000006,0,6,0,0,2.4,1,0,5,6000
,60000006,0,7,0,0,2.4,1,0,5,9000
,60000006,0,8,0,0,2.4,1,0,5,15000
,60000006,0,9,0,0,2.4,1,0,5,24000
,60000006,0,10,0,0,2.4,1,0,5,40000
,60000006,0,11,0,0,2.4,1,0,5,60000
,60000006,0,12,0,0,2.4,1,0,5,98000
,60000006,0,13,0,0,2.4,1,0,5,140000
,60000006,0,14,0,0,2.4,1,0,5,186000
,60000006,0,15,0,0,2.4,1,0,5,236000
,60000006,0,16,0,0,2.4,1,0,5,290000
,60000006,0,17,0,0,2.4,1,0,5,349000
,60000006,0,18,0,0,2.4,1,0,5,413000
,60000006,0,19,0,0,2.4,1,0,5,482000
,60000006,0,20,0,0,2.4,1,0,5,556000
,60000006,0,21,0,0,2.4,1,0,5,636000
,60000006,0,22,0,0,2.4,1,0,5,722000
,60000006,0,23,0,0,2.4,1,0,5,814000
,60000006,0,24,0,0,2.4,1,0,5,912000
,60000006,0,25,0,0,2.4,1,0,5,1017000
,60000006,0,26,0,0,2.4,1,0,5,1129000
,60000006,0,27,0,0,2.4,1,0,5,1248000
,60000006,0,28,0,0,2.4,1,0,5,1374000
,60000006,0,29,0,0,2.4,1,0,5,1508000
,60000006,0,30,0,0,2.4,1,0,5,1650000
,60000006,0,31,0,0,2.4,1,0,5,1800000
,60000006,0,32,0,0,2.4,1,0,5,1958000
,60000006,0,33,0,0,2.4,1,0,5,2125000
,60000006,0,34,0,0,2.4,1,0,5,2301000
,60000006,0,35,0,0,2.4,1,0,5,2486000
,60000006,0,36,0,0,2.4,1,0,5,2680000
,60000006,0,37,0,0,2.4,1,0,5,2884000
,60000006,0,38,0,0,2.4,1,0,5,3098000
,60000006,0,39,0,0,2.4,1,0,5,3322000
,60000006,0,40,0,0,2.4,1,0,5,3556000
,60000006,0,41,0,0,2.4,1,0,5,3801000
,60000006,0,42,0,0,2.4,1,0,5,4057000
,60000006,0,43,0,0,2.4,1,0,5,4324000
,60000006,0,44,0,0,2.4,1,0,5,4602000
,60000006,0,45,0,0,2.4,1,0,5,4892000
,60000006,0,46,0,0,2.4,1,0,5,5194000
,60000006,0,47,0,0,2.4,1,0,5,5508000
,60000006,0,48,0,0,2.4,1,0,5,5834000
,60000006,0,49,0,0,2.4,1,0,5,6173000
,60000006,0,50,0,0,2.4,1,0,5,6525000
,60000006,0,51,0,0,2.4,1,0,5,6890000
,60000006,0,52,0,0,2.4,1,0,5,7268000
,60000006,0,53,0,0,2.4,1,0,5,7660000
,60000006,0,54,0,0,2.4,1,0,5,8066000
,60000006,0,55,0,0,2.4,1,0,5,8486000
,60000006,0,56,0,0,2.4,1,0,5,8920000
,60000006,0,57,0,0,2.4,1,0,5,9369000
,60000006,0,58,0,0,2.4,1,0,5,9833000
,60000006,0,59,0,0,2.4,1,0,5,10312000
,60000006,0,60,0,0,2.4,1,0,5,99999999
,60000007,0,1,0,0,2.4,1,0,5,1000
,60000007,0,2,0,0,2.4,1,0,5,2000
,60000007,0,3,0,0,2.4,1,0,5,4000
,60000007,0,4,0,0,2.4,1,0,5,3000
,60000007,0,5,0,0,2.4,1,0,5,3500
,60000007,0,6,0,0,2.4,1,0,5,6000
,60000007,0,7,0,0,2.4,1,0,5,9000
,60000007,0,8,0,0,2.4,1,0,5,15000
,60000007,0,9,0,0,2.4,1,0,5,24000
,60000007,0,10,0,0,2.4,1,0,5,40000
,60000007,0,11,0,0,2.4,1,0,5,60000
,60000007,0,12,0,0,2.4,1,0,5,98000
,60000007,0,13,0,0,2.4,1,0,5,140000
,60000007,0,14,0,0,2.4,1,0,5,186000
,60000007,0,15,0,0,2.4,1,0,5,236000
,60000007,0,16,0,0,2.4,1,0,5,290000
,60000007,0,17,0,0,2.4,1,0,5,349000
,60000007,0,18,0,0,2.4,1,0,5,413000
,60000007,0,19,0,0,2.4,1,0,5,482000
,60000007,0,20,0,0,2.4,1,0,5,556000
,60000007,0,21,0,0,2.4,1,0,5,636000
,60000007,0,22,0,0,2.4,1,0,5,722000
,60000007,0,23,0,0,2.4,1,0,5,814000
,60000007,0,24,0,0,2.4,1,0,5,912000
,60000007,0,25,0,0,2.4,1,0,5,1017000
,60000007,0,26,0,0,2.4,1,0,5,1129000
,60000007,0,27,0,0,2.4,1,0,5,1248000
,60000007,0,28,0,0,2.4,1,0,5,1374000
,60000007,0,29,0,0,2.4,1,0,5,1508000
,60000007,0,30,0,0,2.4,1,0,5,1650000
,60000007,0,31,0,0,2.4,1,0,5,1800000
,60000007,0,32,0,0,2.4,1,0,5,1958000
,60000007,0,33,0,0,2.4,1,0,5,2125000
,60000007,0,34,0,0,2.4,1,0,5,2301000
,60000007,0,35,0,0,2.4,1,0,5,2486000
,60000007,0,36,0,0,2.4,1,0,5,2680000
,60000007,0,37,0,0,2.4,1,0,5,2884000
,60000007,0,38,0,0,2.4,1,0,5,3098000
,60000007,0,39,0,0,2.4,1,0,5,3322000
,60000007,0,40,0,0,2.4,1,0,5,3556000
,60000007,0,41,0,0,2.4,1,0,5,3801000
,60000007,0,42,0,0,2.4,1,0,5,4057000
,60000007,0,43,0,0,2.4,1,0,5,4324000
,60000007,0,44,0,0,2.4,1,0,5,4602000
,60000007,0,45,0,0,2.4,1,0,5,4892000
,60000007,0,46,0,0,2.4,1,0,5,5194000
,60000007,0,47,0,0,2.4,1,0,5,5508000
,60000007,0,48,0,0,2.4,1,0,5,5834000
,60000007,0,49,0,0,2.4,1,0,5,6173000
,60000007,0,50,0,0,2.4,1,0,5,6525000
,60000007,0,51,0,0,2.4,1,0,5,6890000
,60000007,0,52,0,0,2.4,1,0,5,7268000
,60000007,0,53,0,0,2.4,1,0,5,7660000
,60000007,0,54,0,0,2.4,1,0,5,8066000
,60000007,0,55,0,0,2.4,1,0,5,8486000
,60000007,0,56,0,0,2.4,1,0,5,8920000
,60000007,0,57,0,0,2.4,1,0,5,9369000
,60000007,0,58,0,0,2.4,1,0,5,9833000
,60000007,0,59,0,0,2.4,1,0,5,10312000
,60000007,0,60,0,0,2.4,1,0,5,99999999
,60000008,0,1,0,0,2.4,1,0,5,1000
,60000008,0,2,0,0,2.4,1,0,5,2000
,60000008,0,3,0,0,2.4,1,0,5,4000
,60000008,0,4,0,0,2.4,1,0,5,3000
,60000008,0,5,0,0,2.4,1,0,5,3500
,60000008,0,6,0,0,2.4,1,0,5,6000
,60000008,0,7,0,0,2.4,1,0,5,9000
,60000008,0,8,0,0,2.4,1,0,5,15000
,60000008,0,9,0,0,2.4,1,0,5,24000
,60000008,0,10,0,0,2.4,1,0,5,40000
,60000008,0,11,0,0,2.4,1,0,5,60000
,60000008,0,12,0,0,2.4,1,0,5,98000
,60000008,0,13,0,0,2.4,1,0,5,140000
,60000008,0,14,0,0,2.4,1,0,5,186000
,60000008,0,15,0,0,2.4,1,0,5,236000
,60000008,0,16,0,0,2.4,1,0,5,290000
,60000008,0,17,0,0,2.4,1,0,5,349000
,60000008,0,18,0,0,2.4,1,0,5,413000
,60000008,0,19,0,0,2.4,1,0,5,482000
,60000008,0,20,0,0,2.4,1,0,5,556000
,60000008,0,21,0,0,2.4,1,0,5,636000
,60000008,0,22,0,0,2.4,1,0,5,722000
,60000008,0,23,0,0,2.4,1,0,5,814000
,60000008,0,24,0,0,2.4,1,0,5,912000
,60000008,0,25,0,0,2.4,1,0,5,1017000
,60000008,0,26,0,0,2.4,1,0,5,1129000
,60000008,0,27,0,0,2.4,1,0,5,1248000
,60000008,0,28,0,0,2.4,1,0,5,1374000
,60000008,0,29,0,0,2.4,1,0,5,1508000
,60000008,0,30,0,0,2.4,1,0,5,1650000
,60000008,0,31,0,0,2.4,1,0,5,1800000
,60000008,0,32,0,0,2.4,1,0,5,1958000
,60000008,0,33,0,0,2.4,1,0,5,2125000
,60000008,0,34,0,0,2.4,1,0,5,2301000
,60000008,0,35,0,0,2.4,1,0,5,2486000
,60000008,0,36,0,0,2.4,1,0,5,2680000
,60000008,0,37,0,0,2.4,1,0,5,2884000
,60000008,0,38,0,0,2.4,1,0,5,3098000
,60000008,0,39,0,0,2.4,1,0,5,3322000
,60000008,0,40,0,0,2.4,1,0,5,3556000
,60000008,0,41,0,0,2.4,1,0,5,3801000
,60000008,0,42,0,0,2.4,1,0,5,4057000
,60000008,0,43,0,0,2.4,1,0,5,4324000
,60000008,0,44,0,0,2.4,1,0,5,4602000
,60000008,0,45,0,0,2.4,1,0,5,4892000
,60000008,0,46,0,0,2.4,1,0,5,5194000
,60000008,0,47,0,0,2.4,1,0,5,5508000
,60000008,0,48,0,0,2.4,1,0,5,5834000
,60000008,0,49,0,0,2.4,1,0,5,6173000
,60000008,0,50,0,0,2.4,1,0,5,6525000
,60000008,0,51,0,0,2.4,1,0,5,6890000
,60000008,0,52,0,0,2.4,1,0,5,7268000
,60000008,0,53,0,0,2.4,1,0,5,7660000
,60000008,0,54,0,0,2.4,1,0,5,8066000
,60000008,0,55,0,0,2.4,1,0,5,8486000
,60000008,0,56,0,0,2.4,1,0,5,8920000
,60000008,0,57,0,0,2.4,1,0,5,9369000
,60000008,0,58,0,0,2.4,1,0,5,9833000
,60000008,0,59,0,0,2.4,1,0,5,10312000
,60000008,0,60,0,0,2.4,1,0,5,99999999
,60000009,0,1,0,0,2.4,1,0,5,1000
,60000009,0,2,0,0,2.4,1,0,5,2000
,60000009,0,3,0,0,2.4,1,0,5,4000
,60000009,0,4,0,0,2.4,1,0,5,3000
,60000009,0,5,0,0,2.4,1,0,5,3500
,60000009,0,6,0,0,2.4,1,0,5,6000
,60000009,0,7,0,0,2.4,1,0,5,9000
,60000009,0,8,0,0,2.4,1,0,5,15000
,60000009,0,9,0,0,2.4,1,0,5,24000
,60000009,0,10,0,0,2.4,1,0,5,40000
,60000009,0,11,0,0,2.4,1,0,5,60000
,60000009,0,12,0,0,2.4,1,0,5,98000
,60000009,0,13,0,0,2.4,1,0,5,140000
,60000009,0,14,0,0,2.4,1,0,5,186000
,60000009,0,15,0,0,2.4,1,0,5,236000
,60000009,0,16,0,0,2.4,1,0,5,290000
,60000009,0,17,0,0,2.4,1,0,5,349000
,60000009,0,18,0,0,2.4,1,0,5,413000
,60000009,0,19,0,0,2.4,1,0,5,482000
,60000009,0,20,0,0,2.4,1,0,5,556000
,60000009,0,21,0,0,2.4,1,0,5,636000
,60000009,0,22,0,0,2.4,1,0,5,722000
,60000009,0,23,0,0,2.4,1,0,5,814000
,60000009,0,24,0,0,2.4,1,0,5,912000
,60000009,0,25,0,0,2.4,1,0,5,1017000
,60000009,0,26,0,0,2.4,1,0,5,1129000
,60000009,0,27,0,0,2.4,1,0,5,1248000
,60000009,0,28,0,0,2.4,1,0,5,1374000
,60000009,0,29,0,0,2.4,1,0,5,1508000
,60000009,0,30,0,0,2.4,1,0,5,1650000
,60000009,0,31,0,0,2.4,1,0,5,1800000
,60000009,0,32,0,0,2.4,1,0,5,1958000
,60000009,0,33,0,0,2.4,1,0,5,2125000
,60000009,0,34,0,0,2.4,1,0,5,2301000
,60000009,0,35,0,0,2.4,1,0,5,2486000
,60000009,0,36,0,0,2.4,1,0,5,2680000
,60000009,0,37,0,0,2.4,1,0,5,2884000
,60000009,0,38,0,0,2.4,1,0,5,3098000
,60000009,0,39,0,0,2.4,1,0,5,3322000
